HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.id,Input.text,Answer.taskAnswers,Approve,Reject
39O0SQZVJPQ7OY6169T0VTLHADCR7E,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:29:25 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:29:25 PDT 2019,,,3KB8R4ZV1HQ6O4Y6THG5PBOMX6WGBQ,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:18:39 PDT 2019,Sat Apr 13 16:18:46 PDT 2019,Tue Apr 16 16:18:46 PDT 2019,,,,7,100% (22/22),100% (22/22),100% (22/22),1114353508860538886b,.@FraminghamPD pulled over 6 drivers in less than 45 minutes during today's distracted driving crackdown demonstration. Each were given a written warning. The fine for texting while driving is $100 @wbz #wbz #Framingham #textingwhiledriving https://t.co/3pOmvgqjaC,"[{""classification"":{""label"":""Disapproves""}}]",,
3W5PY7V3URQ95UJPLDAR6FJN4VRJYF,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:29:25 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:29:25 PDT 2019,,,3K9FOBBF2K2OB5147YIUTYTOACWNLS,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:08:35 PDT 2019,Sat Apr 13 16:08:40 PDT 2019,Tue Apr 16 16:08:40 PDT 2019,,,,5,100% (22/22),100% (22/22),100% (22/22),1113027566699511808e,"RT @TheOaklandPress: Police to increase texting, distracted driving enforcement this month https://t.co/yzExHqfXXL https://t.co/LcHNOvv3PC","[{""classification"":{""label"":""Disapproves""}}]",,
36JW4WBR0837EX74SNFI5HWSLSXHFB,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:29:25 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:29:25 PDT 2019,,,33PPO7FECYYDZS2LX17E5DP2F40IDR,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:08:40 PDT 2019,Sat Apr 13 16:08:46 PDT 2019,Tue Apr 16 16:08:46 PDT 2019,,,,6,100% (22/22),100% (22/22),100% (22/22),1115587781370306560d,@loveLEIGH_Lou Whoyyy what’s wrong wit me... TEXTING N DRIVING..... smh. I jus incriminated myself. Heyyyyyyyy officers,"[{""classification"":{""label"":""Approves""}}]",,
3RWSQDNYLB5N01GYXXRI2WKF5DKFFB,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:29:25 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:29:25 PDT 2019,,,3OE22WJIGL7CXS1QW42COFKCSECQUC,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:18:12 PDT 2019,Sat Apr 13 16:18:18 PDT 2019,Tue Apr 16 16:18:18 PDT 2019,,,,6,100% (22/22),100% (22/22),100% (22/22),1114960951508336640f,"So please, STOP texting and driving, STOP vlogging and driving, STOP posting on your Instagram story and driving, STOP recording yourself singing along to a song a driving. It’s not worth it. Anything you want post, can wait. Especially with nice weather coming.","[{""classification"":{""label"":""Disapproves""}}]",,
3909MD9T210VUNG22M7CKEZFTC5FET,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:29:25 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:29:25 PDT 2019,,,3QAVNHZ3EPNHRM7FYUDP7S9OB5XLA6,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:09:19 PDT 2019,Sat Apr 13 16:09:31 PDT 2019,Tue Apr 16 16:09:31 PDT 2019,,,,12,100% (22/22),100% (22/22),100% (22/22),1112786379249991687l,You think texting & driving is dangerous?! Have you ever tried to look at ass & drive :downcast_face_with_sweat:,"[{""classification"":{""label"":""Disapproves""}}]",,
3NBFJK3IOJ1NKEPM7KGQ7BT5YTBOG5,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:29:25 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:29:25 PDT 2019,,,30ZX6P7VFBEMRTOBIU8XLVDYVS0J2V,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:24:52 PDT 2019,Sat Apr 13 16:25:04 PDT 2019,Tue Apr 16 16:25:04 PDT 2019,,,,12,100% (22/22),100% (22/22),100% (22/22),1115372212117176321j,"Who is texting the policewoman son?? How come the policewoman can answer the phone whilst driving? Just finished watching episode 1-3, I'm soooooo confused :confounded_face:#thebay","[{""classification"":{""label"":""Disapproves""}}]",,
3OPLMF3EU76LOL3BHWDT5EY840SLNT,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:29:25 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:29:25 PDT 2019,,,3AMYWKA6YE5OA5Y9L9C5J4BWARCO60,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:22:14 PDT 2019,Sat Apr 13 16:22:21 PDT 2019,Tue Apr 16 16:22:21 PDT 2019,,,,7,100% (22/22),100% (22/22),100% (22/22),1112781122109231104y,"@notcapnamerica I ride a scooter and am alert as hell at all times. The times I have seen people texting and driving while right next to me....I have kicked or slapped their doors & yelled, “hey. You’re risking my life, STOP TEXTING!”","[{""classification"":{""label"":""Disapproves""}}]",,
3THR0FZ95RC3663NIBD6K3YDUAXLO8,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:29:25 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:29:25 PDT 2019,,,3SB5N7Y3O6N54HVWV1JG5US362ZG04,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:06:26 PDT 2019,Sat Apr 13 16:06:47 PDT 2019,Tue Apr 16 16:06:47 PDT 2019,,,,21,100% (22/22),100% (22/22),100% (22/22),1112806839018815488t,Cops are extra pressed about texting and driving and not the heroin polluting our neighborhoods,"[{""classification"":{""label"":""Disapproves""}}]",,
36FFXPMSTB71KAKXRQY8SB56DTOOH4,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:29:25 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:29:25 PDT 2019,,,3OONKJ5DKF2UGHF4H0TDUKXOOSNOBL,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:26:29 PDT 2019,Sat Apr 13 16:26:39 PDT 2019,Tue Apr 16 16:26:39 PDT 2019,,,,10,100% (22/22),100% (22/22),100% (22/22),1112752715506073600d,"@IanGraph Call them, ask if they have hands free and if so tell them that a friend of a friend killed a mother and baby while texting and driving so you have made the decision to not support this in any matter","[{""classification"":{""label"":""Disapproves""}}]",,
32204AGAADVDSX3Z37L0N2W4M7XHGA,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:29:25 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:29:25 PDT 2019,,,3A4NIXBJ79IITNG4VX3UGJ4O5MMLMQ,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:20:56 PDT 2019,Sat Apr 13 16:21:03 PDT 2019,Tue Apr 16 16:21:03 PDT 2019,,,,7,100% (22/22),100% (22/22),100% (22/22),1113152201403314176t,"Traffic Tuesday! April is Distracted Driving month for traffic enforcement across the nation. You will be seeing law enforcement from all over cracking down on distracted driving. If you're texting, you're not driving! Georgia GOHS Georgia Department... https://t.co/0Ynq8dMjIv","[{""classification"":{""label"":""Disapproves""}}]",,
3AFT28WXLHL1G5VHX8GTSN6LD63OIX,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:29:25 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:29:25 PDT 2019,,,386PBUZZXIGSSFAJS0Q20RC71SRLJM,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:18:02 PDT 2019,Sat Apr 13 16:18:12 PDT 2019,Tue Apr 16 16:18:12 PDT 2019,,,,10,100% (22/22),100% (22/22),100% (22/22),1112672341019054082u,"This nigga driving with his knee, speeding & texting with no DL :woman_getting_massage_light_skin_tone:","[{""classification"":{""label"":""Disapproves""}}]",,
3LN50BUKPXULR6FOXBQL93334FTLPP,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:29:25 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:29:25 PDT 2019,,,308XBLVESLNXDU7K9SAHOF2TZF7RBX,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:26:01 PDT 2019,Sat Apr 13 16:26:05 PDT 2019,Tue Apr 16 16:26:05 PDT 2019,,,,4,100% (22/22),100% (22/22),100% (22/22),1115253376848138243i,"Don't let an emoji wreck your life. If you're texting, you're not driving. #safetyalert #CalTIP #distractdriving #udriveutextupay https://t.co/TPq8zHPwBJ","[{""classification"":{""label"":""Disapproves""}}]",,
3L60IFZKF51RSTYAND3I828517AHH9,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:29:25 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:29:25 PDT 2019,,,3JRJSWSMQK431VY28TBB7P5YWY4E3G,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:23:28 PDT 2019,Sat Apr 13 16:23:33 PDT 2019,Tue Apr 16 16:23:33 PDT 2019,,,,5,100% (22/22),100% (22/22),100% (22/22),1112526768865341441w,Life is legitimately dangerous. You might as well not be a coward. Texting while driving & bad diets kill more people than being courageous. Our bodies are all slowly getting older.  What do we really have to lose? Be a legend.,"[{""classification"":{""label"":""Approves""}}]",,
3BA7SXOG1L9BOCBKGEL69THCLXIR81,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:29:25 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:29:25 PDT 2019,,,3IFS6Q0HJL2J1HL3UR230CB2G7AISL,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:17:35 PDT 2019,Sat Apr 13 16:17:50 PDT 2019,Tue Apr 16 16:17:50 PDT 2019,,,,15,100% (22/22),100% (22/22),100% (22/22),1113242819043495937v,The numbers don't lie. https://t.co/m2wEyaHRjI https://t.co/qNamw3KQt3,"[{""classification"":{""label"":""Neither/Unknown""}}]",,
3EQPA8A376F9AKTUHZCAKMSPAPVJZ6,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:29:25 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:29:25 PDT 2019,,,34J10VATJIH7O16Q2NDY5CW1YJPIQW,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:16:43 PDT 2019,Sat Apr 13 16:16:50 PDT 2019,Tue Apr 16 16:16:50 PDT 2019,,,,7,100% (22/22),100% (22/22),100% (22/22),1113895719117570048k,RT @MarissaKTVL: I’m at the CHP in Yreka where they are stopping anyone who is texting and driving or using their cell phone in efforts to…,"[{""classification"":{""label"":""Disapproves""}}]",,
3XEDXEGFX577JJTMVQZUF2PG77CK0E,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:29:25 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:29:25 PDT 2019,,,3Z2R0DQ0JKXEGD2J4TX6OF06QK4E25,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:22:45 PDT 2019,Sat Apr 13 16:22:50 PDT 2019,Tue Apr 16 16:22:50 PDT 2019,,,,5,100% (22/22),100% (22/22),100% (22/22),1112777673099493376u,"TEXTING DRIVERS BEWARE!!!  Harris County is employing a new technology to combat texting and driving.  The first of its kind in this area, the “Cell Phone Terminator” will be used to short circuit, or render... https://t.co/2V8li9JDTU","[{""classification"":{""label"":""Disapproves""}}]",,
3NFWQRSHVGXTE1CT8HX0KHKR6SKFGA,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:29:25 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:29:25 PDT 2019,,,39LNWE0K4XFZGUD7JWX3FDTQ14VIU1,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:18:58 PDT 2019,Sat Apr 13 16:19:05 PDT 2019,Tue Apr 16 16:19:05 PDT 2019,,,,7,100% (22/22),100% (22/22),100% (22/22),1113464541394894854y,@lowkeycIutch Having your unrestrained pet in the front seat of your car or running around your car is just as distracting as texting and driving. Time to make both illegal and primary offenses.,"[{""classification"":{""label"":""Disapproves""}}]",,
3XH7ZM9YX4DB2HUUL6RK9PCN530R9Q,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:29:25 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:29:25 PDT 2019,,,3UWN2HHPU1OBFIWUR7FV5K7J264NS6,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:12:55 PDT 2019,Sat Apr 13 16:12:59 PDT 2019,Tue Apr 16 16:12:59 PDT 2019,,,,4,100% (22/22),100% (22/22),100% (22/22),1115002973304889344j,RT @aubcurl: @VPOTUC Stop texting and driving,"[{""classification"":{""label"":""Disapproves""}}]",,
3P6ENY9P7BFROO9UTVL38E9K1KPHI2,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:29:25 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:29:25 PDT 2019,,,38SKSKU7R4GWX4QDAI52OQX7OD2LIA,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:16:17 PDT 2019,Sat Apr 13 16:16:33 PDT 2019,Tue Apr 16 16:16:33 PDT 2019,,,,16,100% (22/22),100% (22/22),100% (22/22),1115497777411149825u,@SamSachdevaNZ Questions might have been about texting while driving,"[{""classification"":{""label"":""Neither/Unknown""}}]",,
3ATYLI1PRVLXBGFNFQ1T4OLLQLSOJ9,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:29:25 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:29:25 PDT 2019,,,3XC1O3LBOV5M6I6O4U462XZGZUILTR,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:24:36 PDT 2019,Sat Apr 13 16:24:41 PDT 2019,Tue Apr 16 16:24:41 PDT 2019,,,,5,100% (22/22),100% (22/22),100% (22/22),1112792443819364352x,"According to the Fortuna Police Department:  TEXTING DRIVERS BEWARE!!!  The Fortuna Police Department is employing a new technology to combat texting and driving.  The first of its kind in this area, the “Cell Phone... https://t.co/eeEe5D3FSS","[{""classification"":{""label"":""Disapproves""}}]",,
34HEO7RUG8DP704ZDC5K5KN7BLIRA5,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:29:25 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:29:25 PDT 2019,,,3TR2532VISDA9U7C5WK0B8UABX2J6C,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:26:24 PDT 2019,Sat Apr 13 16:26:29 PDT 2019,Tue Apr 16 16:26:29 PDT 2019,,,,5,100% (22/22),100% (22/22),100% (22/22),1115389737349648384l,Stop texting and driving you maniacs god damn,"[{""classification"":{""label"":""Disapproves""}}]",,
3W0XM68YZRE7Q8E4R93UT78QCZIK1H,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:29:25 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:29:25 PDT 2019,,,317HQ483IABML4TYMVLH1I1WT82IN9,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:14:13 PDT 2019,Sat Apr 13 16:14:20 PDT 2019,Tue Apr 16 16:14:20 PDT 2019,,,,7,100% (22/22),100% (22/22),100% (22/22),1112525487883124739v,"If you are driving and texting me, i’m NOT going to text back. Simple. Whatever you have to text me can wait","[{""classification"":{""label"":""Disapproves""}}]",,
3PKJ68EHDPFNJZT0BD63KFOKEZEHJE,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:29:25 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:29:25 PDT 2019,,,3II4UPYCOMQQGQQ4A9CNEFGO6EHDQP,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:16:00 PDT 2019,Sat Apr 13 16:16:12 PDT 2019,Tue Apr 16 16:16:12 PDT 2019,,,,12,100% (22/22),100% (22/22),100% (22/22),1115605167779373056d,@DrCamiloOrtiz @Tesla @elonmusk It's funny everybody in here talking about him driving an recording lol do you guys ever look thru your window when you are in traffic lol everybody and their grandmother :honeybee: on there phones lol with no AP they :honeybee: snapping scrolling thru IG texting man stop it,"[{""classification"":{""label"":""Disapproves""}}]",,
3R15W654VFC6RIG3XO5A98TD9BFLQG,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:29:25 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:29:25 PDT 2019,,,32VNZTT0AANDSVMBUD0UG1WNPNQR4R,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:22:27 PDT 2019,Sat Apr 13 16:22:39 PDT 2019,Tue Apr 16 16:22:39 PDT 2019,,,,12,100% (22/22),100% (22/22),100% (22/22),1113210646403977217p,My ma says never to go on my phone when driving but she’s the one that’s texting me flat out?¿?,"[{""classification"":{""label"":""Neither/Unknown""}}]",,
34O39PNDK8RUQA9RJQ5G0V7DT33RB0,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:29:25 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:29:25 PDT 2019,,,3SBEHTYCWQMGX3XCTXUSIYZ3XS6IYZ,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:23:42 PDT 2019,Sat Apr 13 16:23:48 PDT 2019,Tue Apr 16 16:23:48 PDT 2019,,,,6,100% (22/22),100% (22/22),100% (22/22),1113234648279199744m,"I really wish y’all would stop driving drunk, while texting, tweeting, instagramming, and snap chatting. When you do this, you put everyone life around you in your distracted ass hands.","[{""classification"":{""label"":""Disapproves""}}]",,
3OYHVNTV5VHSM0L5XB1553LY5ASOK8,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:29:25 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:29:25 PDT 2019,,,3NKQQ8O391OI8JXLRIWSOGDD9ZNDUU,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:19:05 PDT 2019,Sat Apr 13 16:19:14 PDT 2019,Tue Apr 16 16:19:14 PDT 2019,,,,9,100% (22/22),100% (22/22),100% (22/22),1113603595814019072n,RT @Quotables_06: Ima stop texting and driving for good :grinning_face_with_sweat::smiling_face_with_halo: https://t.co/JAdB9x6w8m,"[{""classification"":{""label"":""Disapproves""}}]",,
3511RHPADXX63JV3A3UAEY3I5XHLRH,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:29:25 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:29:25 PDT 2019,,,3WOKGM4L74ZTWUCUJKWOA315XOQO0Z,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:19:34 PDT 2019,Sat Apr 13 16:19:38 PDT 2019,Tue Apr 16 16:19:38 PDT 2019,,,,4,100% (22/22),100% (22/22),100% (22/22),1114309703201218561j,I get Caught texting and driving at least twice a day,"[{""classification"":{""label"":""Approves""}}]",,
3THR0FZ95RC3663NIBD6K3YDUAXOLB,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:29:25 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:29:25 PDT 2019,,,3018Q3ZVOL9SUK2S3EALT4INHXMRA2,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:25:46 PDT 2019,Sat Apr 13 16:26:00 PDT 2019,Tue Apr 16 16:26:00 PDT 2019,,,,14,100% (22/22),100% (22/22),100% (22/22),1113874524448219136c,@janosauro @HatterBanter :astonished_face:Texting & Driving Lurch!:face_with_rolling_eyes::persevering_face: https://t.co/KpohUD64wI,"[{""classification"":{""label"":""Disapproves""}}]",,
36JW4WBR0837EX74SNFI5HWSLSXFH9,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:29:25 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:29:25 PDT 2019,,,3MAOD8E57TTJBZITLHLI4SOBHL6NXE,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:17:57 PDT 2019,Sat Apr 13 16:18:02 PDT 2019,Tue Apr 16 16:18:02 PDT 2019,,,,5,100% (22/22),100% (22/22),100% (22/22),1114508729326530560d,"Responsible driving means following the rules, not texting and driving, not drinking and driving.  https://t.co/8gcQFSKIF9 #NotOutIndia NOT OUT INDIA","[{""classification"":{""label"":""Disapproves""}}]",,
3IKMEYR0LYEEFTW0AD38YQIV45WK2Y,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:29:25 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:29:25 PDT 2019,,,31LVTDXBLAT9Q3TW05ZB2IYYB9LLRE,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:24:01 PDT 2019,Sat Apr 13 16:24:07 PDT 2019,Tue Apr 16 16:24:07 PDT 2019,,,,6,100% (22/22),100% (22/22),100% (22/22),1113113783180951554s,Think you're cool texting and driving ?  Just saw someone popping a pimple while driving,"[{""classification"":{""label"":""Disapproves""}}]",,
33P2GD6NRPBIUJZITY6FLUOXTOEHKD,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:29:25 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:29:25 PDT 2019,,,3VAR3R6G1SKBEJHXEO933I7NGM2O8M,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:24:15 PDT 2019,Sat Apr 13 16:24:25 PDT 2019,Tue Apr 16 16:24:25 PDT 2019,,,,10,100% (22/22),100% (22/22),100% (22/22),1114458316997124097i,RT @_MissBahamas: Fuck texting and driving i risk my life damn near everyday trying to eat a whole meal and drive.,"[{""classification"":{""label"":""Disapproves""}}]",,
35XW21VSVIXI4YVGPSUF488ERZ0LS5,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:29:25 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:29:25 PDT 2019,,,3G0WWMR1UY3Z22HHZ3QQAKSIKIJQNK,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:11:40 PDT 2019,Sat Apr 13 16:12:00 PDT 2019,Tue Apr 16 16:12:00 PDT 2019,,,,20,100% (22/22),100% (22/22),100% (22/22),1113804421169930247b,".@ToledoForTampa & @EmilySlosberg bill making texting while driving a primary offense passes unanimously in House State Affairs Committee ,after Slosberg talks movingly about her own family tragedy with a distracted driver.  Was originally a hands-free bill, but no longer.#FlaPol","[{""classification"":{""label"":""Disapproves""}}]",,
388CL5C1RL6TEPH0EYIG0U1CIOJHLG,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:29:25 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:29:25 PDT 2019,,,3180JW2OT7VEQQ7Y0DAVJ2GAF2RJ5W,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:26:19 PDT 2019,Sat Apr 13 16:26:24 PDT 2019,Tue Apr 16 16:26:24 PDT 2019,,,,5,100% (22/22),100% (22/22),100% (22/22),1114154749711069185m,My Uber driver is really texting and driving right now. Just fuck my life huh? Lol,"[{""classification"":{""label"":""Disapproves""}}]",,
